# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-T" "5" "--countReadPairs" "-t" "exon" "-g" "Parent" "-a" "strongyloides_stercoralis.PRJEB528.WBPS19.annotations.gff3" "-o" "counts.txt" "ERR146941" "ERR146942" "ERR146943" "ERR146944" "ERR146945" "ERR146946" "ERR146947" "ERR146948" "ERR146949" "ERR146950" "ERR146951" "ERR146952" "ERR146953" "ERR146954" "ERR146955" "ERR146956" "ERR146957" "ERR146958" "ERR146959" "ERR146960" "ERR146961" 
Geneid	Chr	Start	End	Strand	Length	ERR146941	ERR146942	ERR146943	ERR146944	ERR146945	ERR146946	ERR146947	ERR146948	ERR146949	ERR146950	ERR146951	ERR146952	ERR146953	ERR146954	ERR146955	ERR146956	ERR146957	ERR146958	ERR146959	ERR146960	ERR146961
SSTP_0000129400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1509332;1509611;1512430	1509474;1512382;1512523	-;-;-	3009	28437	26682	26713	23462	20393	22471	6584	5812	7285	14536	22328	25790	35289	25222	28995	13463	12334	15889	14836	15368	17332
SSTP_0000129500.1	SSTP_scaffold0000001	1514904	1516316	+	1413	3007	2747	2905	5420	4951	4748	3350	4108	4263	5071	5818	5825	5035	4909	5323	2089	2077	2340	2461	2451	2667
SSTP_0000129600.1	SSTP_scaffold0000001	1516500	1517606	-	1107	1749	854	760	8315	7191	7483	1266	536	560	2862	3280	3689	2494	2159	3247	2260	1743	3013	1121	798	770
SSTP_0000129700.1	SSTP_scaffold0000001	1518255	1518740	+	486	169	153	105	1500	1405	1331	294	93	84	1019	1005	1015	1322	915	1431	665	546	813	116	92	81
SSTP_0000129800.1	SSTP_scaffold0000001	1518843	1519361	-	519	48	94	101	46	42	36	1338	2495	1740	2773	1416	2074	1017	3045	3349	641	1211	637	11	15	21
SSTP_0000129900.1	SSTP_scaffold0000001	1519840	1520553	-	714	37	95	72	52	53	51	445	23	23	251	62	100	18	67	25	6767	3142	4472	19	12	16
SSTP_0000130000.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1520957;1521066	1521025;1522298	+;+	1302	116	117	126	128	117	109	101	129	174	221	185	229	172	199	236	139	85	127	124	120	116
SSTP_0000130100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1522407;1522911	1522857;1523029	-;-	570	3758	3761	3890	1771	1663	1713	521	831	801	1035	1338	1417	2206	1727	1736	1567	1379	1733	2355	2523	2790
SSTP_0000130200.1	SSTP_scaffold0000001	1523145	1523624	+	480	929	1110	1085	277	244	238	34	57	57	77	100	127	165	143	172	173	121	143	606	594	652
SSTP_0000130300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1523632;1524730	1524681;1524963	-;-	1284	13	17	13	8	7	7	168	12	11	5	7	6	18	13	6	9	8	11	12	12	10
SSTP_0000130400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1525269;1526203	1526157;1526378	+;+	1065	48	38	35	81	80	73	164126	691	58	39	36	29	20	1210	334	37	28	20	10	12	13
SSTP_0000130500.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1526819;1528066	1528012;1528230	+;+	1359	328	530	481	1090	953	978	720	129	126	843	1204	1274	922	1337	1106	567	554	725	88	63	69
SSTP_0000130600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1528325;1529081	1529038;1529464	-;-	1098	3224	2980	3041	2948	2724	2993	1010	1282	1608	1724	2076	2468	2221	1973	1956	1677	1564	1930	2957	2784	2850
SSTP_0000130700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1529683;1530333	1530291;1530455	-;-	732	5151	4859	4890	4244	3722	4011	1422	1510	1755	2622	3366	4090	4218	3818	3804	2547	2450	2982	4083	3890	4033
SSTP_0000130800.1	SSTP_scaffold0000001	1530863	1532443	+	1581	353	569	521	79	61	74	56	19	14	2127	2353	2115	2241	1796	1767	1033	1073	1166	212	223	211
SSTP_0000130900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1533549;1533892	1533848;1534557	+;+	966	94	131	129	12	7	14	20	2	4	343	354	426	360	283	292	185	195	174	17	11	18
SSTP_0000131000.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1535072;1535394	1535330;1535929	+;+	795	837	914	862	268	234	213	1160	452	400	1722	1305	1415	1443	985	1295	812	877	814	259	230	205
SSTP_0000131100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1536547;1537121	1537083;1537210	+;+	627	1256	1226	1332	771	741	848	2507	1782	1491	1519	1018	1089	766	774	686	746	736	620	509	527	509
SSTP_0000131200.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1537526;1538331	1538284;1538459	-;-	888	6750	5969	6342	8433	7720	8179	4828	4211	4564	7279	7896	9098	8758	7710	7720	4144	4100	4903	4516	4344	4501
SSTP_0000131300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1539329;1539459	1539420;1539717	+;+	351	1091	888	855	1454	1253	1265	414	912	822	517	522	626	793	590	613	449	394	516	1728	1631	1679
SSTP_0000131400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1539831;1539985	1539942;1542023	+;+	2151	4346	4541	4226	3544	3642	3631	848	1607	2294	2017	2436	2551	7077	5053	4784	3758	3174	3768	2910	3277	3417
SSTP_0000131500.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1542607;1542973;1545126	1542928;1545074;1546754	+;+;+	4053	7971	7392	7850	4390	4449	4238	985	1125	1394	2848	3477	3613	5708	4429	4611	3025	2825	3137	6139	6391	7062
SSTP_0000131600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1546953;1547141	1547094;1547448	+;+	450	51	19	28	10	10	13	461	12	0	444	764	892	927	783	1331	572	474	801	28	30	38
SSTP_0000131700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1547689;1547834	1547797;1548507	+;+	783	242	162	177	30	32	20	1682	8	3	3801	7014	8900	9085	8584	8797	2759	2972	4025	23	19	18
SSTP_0000131800.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1549261;1550497	1550460;1550904	-;-	1608	2700	2437	2333	1822	1719	1827	244	363	400	895	1265	1457	1803	1533	1481	1414	1206	1493	3302	3120	3140
SSTP_0000131900.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1551081;1551368	1551323;1551643	+;+	519	8914	7541	7060	4638	4503	4773	3145	1524	1604	7662	8727	10591	8375	6273	6700	5224	5805	6271	5017	4831	5085
SSTP_0000132000.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1551755;1552475	1552422;1552769	-;-	963	31	31	41	9	25	28	4	1	6	8	10	7	37	22	22	99	47	120	58	48	40
SSTP_0000132100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1553035;1553428;1554469;1554560	1553089;1553732;1554519;1554571	-;-;-;-	423	26	22	28	36	22	22	2	3	5	16	27	21	27	24	21	37	23	30	32	28	34
SSTP_0000132200.1	SSTP_scaffold0000001	1554715	1556058	+	1344	798	802	795	145	124	116	19	17	31	74	104	106	164	152	146	508	306	454	828	769	798
SSTP_0000132300.1	SSTP_scaffold0000001	1556354	1557112	+	759	172	354	235	29	32	18	5	1	0	161	47	122	29	152	173	5278	1782	3571	14	22	19
SSTP_0000132400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1559696;1560959;1561434;1561732;1562512;1562752;1562924;1563474;1563764;1563899;1564157;1565047	1559829;1561096;1561543;1562091;1562637;1562874;1563178;1563719;1563814;1564072;1565002;1567277	+;+;+;+;+;+;+;+;+;+;+;+	4794	291	440	393	861	864	813	1234	1233	1353	10572	9124	11223	5528	8469	9587	3211	3469	3284	159	174	178
SSTP_0000132500.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1567506;1568878	1568838;1569353	-;-	1809	2	5	4	22	20	30	3	0	2	11	7	10	11	6	5	49	10	44	11	12	5
SSTP_0000132600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1574038;1574457;1575502;1578378	1574103;1575456;1578332;1578533	+;+;+;+	4053	753	922	603	6292	5523	5600	4629	2023	5426	10345	12807	16117	19613	22674	22063	7343	7348	9900	672	726	673
SSTP_0000132700.1	SSTP_scaffold0000001	1578851	1580665	-	1815	1758	1545	1721	1256	1044	1107	764	1111	964	1212	1526	1366	1559	1448	1642	1045	922	1192	1163	1313	1512
SSTP_0000132800.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1582656;1582719	1582678;1583286	+;+	591	6792	6039	6049	5422	4668	5081	3714	5296	3524	2644	2687	3264	2723	2689	2628	3649	3307	3773	4751	4950	5837
SSTP_0000132900.1	SSTP_scaffold0000001	1585503	1586423	+	921	129029	137069	130123	111932	110257	112342	69874	50451	54333	64569	68290	72307	75575	78566	81799	50689	44430	53629	100047	108755	121797
SSTP_0000133000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1586527;1586678;1587318	1586621;1587272;1587566	-;-;-	939	290	288	290	498	487	430	496	229	246	739	466	658	491	880	1421	453	530	470	350	317	377
SSTP_0000133100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1589099;1589533;1589762;1589854;1590450;1590811	1589409;1589580;1589807;1590202;1590560;1592510	+;+;+;+;+;+	2565	4279	3597	3010	7956	8006	8342	7382	4170	4447	12819	11574	13186	13057	13582	11722	7255	10535	7192	3592	3549	3198
SSTP_0000133200.1	SSTP_scaffold0000001	1592665	1592880	-	216	4	2	5	7	4	7	9	0	0	63	36	60	31	63	112	68	50	66	7	2	0
SSTP_0000133300.1	SSTP_scaffold0000001	1593434	1593862	-	429	2732	2203	2441	120	113	104	27	3	2	472	754	834	1007	655	801	353	318	326	1194	1141	1118
SSTP_0000133400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1594287;1595469;1595604	1595428;1595557;1595689	-;-;-	1317	486	592	582	350	307	265	76	78	55	1108	1016	969	1285	1041	880	635	654	702	375	422	380
SSTP_0000133500.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1595937;1596750;1597170;1597761;1597960	1596244;1597128;1597717;1597918;1598285	-;-;-;-;-	1719	3034	2845	3039	707	631	630	741	931	787	866	695	785	895	1002	1040	1956	1484	2002	3174	3132	3421
SSTP_0000133600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1598739;1598891	1598846;1599103	+;+	321	7459	7018	6795	2788	2553	2595	1548	1361	1700	2295	3044	3461	4638	3648	3836	3580	3016	3720	3141	3018	3097
SSTP_0000133700.1	SSTP_scaffold0000001	1599330	1600886	-	1557	1919	1468	1671	1354	1216	1278	176	273	380	493	707	725	1143	1100	977	859	790	914	2116	2014	2233
SSTP_0000133800.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1601330;1601607;1602597;1602743	1601564;1602559;1602697;1602905	-;-;-;-	1452	10366	9733	10134	3175	2900	2905	934	1644	1470	1810	2489	2444	3630	2526	2814	2734	2048	2675	7053	7108	7871
SSTP_0000133900.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1604763;1604975;1605336;1606163	1604936;1605286;1606127;1606339	-;-;-;-	1455	12	16	12	443	384	384	1199	1001	1434	218	147	179	82	74	82	56	40	61	22	18	30
SSTP_0000134000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1608116;1608550;1610089;1610434;1610550	1608503;1609151;1610099;1610504;1610872	-;-;-;-;-	1395	1170	1287	1335	5299	4796	5041	2487	3347	2704	1647	1579	1405	1020	936	873	1072	1045	1252	1776	1833	1839
SSTP_0000134100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1611964;1612295;1612516;1612818;1612979;1617394;1618674;1624962	1612158;1612371;1612569;1612938;1617348;1617458;1618688;1625017	-;-;-;-;-;-;-;-	4953	5596	5793	5513	18105	17721	18088	12299	5744	6517	10086	8676	9455	6882	7010	7158	4015	3832	4000	5711	5917	6385
SSTP_0000134200.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1626892;1629045;1629322	1628757;1629179;1629882	-;-;-	2562	96	104	93	504	514	544	122	97	104	362	172	275	111	256	171	118	128	132	159	142	147
SSTP_0000134300.1	SSTP_scaffold0000001	1636170	1637189	+	1020	5441	4881	5078	4229	3840	3998	2214	2197	2438	3944	4738	5491	4664	4185	4422	2559	2332	2884	3281	3351	3565
SSTP_0000134400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1638595;1639471	1639414;1639811	+;+	1161	26789	32501	30102	32534	41484	42876	61254	30711	18582	77865	68524	78107	52473	45952	37208	41849	43419	48159	2134	2321	2743
SSTP_0000134500.1	SSTP_scaffold0000001	1640168	1640827	+	660	18	14	18	18	17	19	42	41	38	39	12	21	18	9	10	62	31	58	4	3	2
SSTP_0000134600.1	SSTP_scaffold0000001	1640995	1641966	-	972	67	75	93	97	83	84	20	29	17	89	113	86	98	73	77	168	87	169	51	55	49
SSTP_0000134700.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1642345;1644024;1644856;1645068;1646691	1643981;1644813;1645033;1645083;1646760	-;-;-;-;-	2691	1832	1991	1635	3507	3715	3948	697	559	613	1331	1190	1295	2240	2283	1914	1714	1372	1405	1851	1469	1492
SSTP_0000134800.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1650168;1650840	1650800;1651148	-;-	942	3264	3387	3349	1848	1828	1745	924	1046	1076	1563	1976	1894	2766	1999	2089	1424	1149	1354	2547	2692	2881
SSTP_0000134900.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1651500;1651596;1654006;1654178	1651557;1653505;1654131;1655857	+;+;+;+	3774	16747	14127	15336	3799	3688	3690	1088	1192	1585	5111	6079	6759	9036	7334	8499	4962	4519	4842	11444	11057	12124
SSTP_0000135000.1	SSTP_scaffold0000001	1655953	1656525	+	573	613	485	484	222	220	225	77	100	118	139	189	267	323	280	266	380	328	422	362	313	290
SSTP_0000135100.1	SSTP_scaffold0000001	1656567	1657520	-	954	1102	961	976	814	714	775	170	182	172	390	479	513	785	637	635	451	412	476	535	480	542
SSTP_0000135200.1	SSTP_scaffold0000001	1661587	1663278	+	1692	143	178	143	1433	1195	1312	302	311	291	943	1210	1242	1956	1500	1438	465	470	485	140	154	151
SSTP_0000135300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1665638;1668877	1667554;1668918	-;-	1959	8386	8626	8141	6088	5540	5953	10331	4130	4075	7773	8333	8823	6995	5513	5570	5629	5678	6375	5179	5052	5333
SSTP_0000135400.1	SSTP_scaffold0000001	1665774	1666016	+	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTP_0000135500.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1669765;1669995	1669943;1670256	-;-	441	707	779	777	6006	6751	7087	2211	1504	1704	667	548	595	441	468	415	421	529	445	1046	969	1170
SSTP_0000135600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1670497;1670717	1670678;1670969	-;-	435	1363	1379	1208	10637	10383	11734	6928	3634	2258	3665	3467	4075	2666	2903	2276	1916	2562	2240	913	843	1044
SSTP_0000135700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1671314;1671539	1671495;1671791	-;-	435	2573	2498	2525	9724	9752	11056	19368	6166	6164	3286	2841	3292	1693	1665	1675	2327	2401	2617	1351	1286	1624
SSTP_0000135800.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1672413;1672734	1672693;1673265	-;-	813	253	354	243	24	8	8	70	5	9	0	1	2	2	6	1	1417	226	758	45	40	50
SSTP_0000135900.1	SSTP_scaffold0000001	1674736	1675371	-	636	3	2	9	6	4	5	108	52	141	8	9	10	2	4	7	41	13	59	0	2	0
SSTP_0000136000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1679172;1679603;1681137;1681418;1682898	1679558;1679971;1681364;1682652;1683903	+;+;+;+;+	3225	275	404	397	458	488	492	613	350	438	1641	1052	1362	728	1404	1930	847	754	806	160	167	188
SSTP_0000136100.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1684257;1684487	1684427;1684579	-;-	264	17	27	30	789	593	576	686	490	516	218	266	252	213	202	217	104	95	111	10	16	25
SSTP_0000136200.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1687238;1687378	1687325;1688546	+;+	1257	30059	40347	32250	53737	53883	48578	81216	28325	19604	18195	16744	27307	25599	15910	19081	18825	21204	29516	19032	18810	19756
SSTP_0000136300.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1689370;1692243;1692714	1692197;1692648;1692890	-;-;-	3411	110	172	176	1237	1146	1075	693	408	560	333	264	291	211	215	229	137	104	121	178	169	170
SSTP_0000136400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1694284;1694858;1695126	1694513;1695065;1695893	+;+;+	1206	11	12	9	256	235	230	235	235	265	125	125	145	91	143	131	33	40	50	15	5	4
SSTP_0000136450.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1696610;1698265;1698648;1699350;1699532;1700395;1700854;1701016	1697029;1698432;1698698;1699455;1699761;1700797;1700969;1701264	+;+;+;+;+;+;+;+	1743	208	223	214	4766	4280	4606	4403	4134	4394	2649	2541	2587	1626	1595	1685	561	559	591	192	217	225
SSTP_0000136500.1	SSTP_scaffold0000001	1703413	1704426	+	1014	31869	28753	27990	95396	91390	91700	29980	10808	11318	35494	44216	55649	32463	23044	22378	17677	24253	22274	44611	44557	47155
SSTP_0000136600.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1705520;1705627	1705576;1707336	+;+	1767	80	33	47	13	9	11	0	1	0	2	0	1	2	1	1	1	2	4	10	9	7
SSTP_0000136700.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1707763;1708532;1708755;1709719;1709984;1710431	1708488;1708705;1709677;1709920;1710107;1710561	-;-;-;-;-;-	2280	1715	2014	1638	2719	2680	2802	1370	1163	1572	2322	2959	3109	3933	2593	2306	1507	1344	1629	590	530	578
SSTP_0000136800.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1711417;1712615;1712967;1713407;1713708	1712494;1712922;1713347;1713508;1713971	-;-;-;-;-	2133	6896	7604	7280	6703	6897	6502	7444	6787	7260	8754	8272	8857	5311	5626	6039	2328	2284	2216	719	755	778
SSTP_0000136900.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1717580;1717671;1718187	1717623;1718142;1718273	-;-;-	603	1449	1527	1567	2962	2676	2951	2960	2622	2465	3140	3065	3371	2357	1956	2140	1343	1386	1477	399	468	456
SSTP_0000137000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1718472;1718753;1718913;1719056	1718714;1718866;1719010;1719113	-;-;-;-	513	339	289	287	331	289	284	268	236	254	368	308	388	273	250	257	192	170	191	104	132	175
SSTP_0000137100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1721240;1721496;1722211	1721446;1722162;1722662	+;+;+	1326	2358	1903	1984	504	470	539	115	192	168	271	417	427	676	539	547	960	709	935	1596	1721	1877
SSTP_0000137200.1	SSTP_scaffold0000001	1722970	1724145	+	1176	8	12	24	33	23	29	73	172	154	2	3	7	8	2	3	137	77	137	6	4	8
SSTP_0000137300.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1724877;1725345	1725305;1725617	-;-	702	0	0	0	38	31	42	47	39	48	12	6	17	12	5	4	8	3	1	0	1	0
SSTP_0000137400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1726249;1727310;1727853;1728243	1726721;1727786;1728195;1728410	-;-;-;-	1461	201	267	219	1969	1748	1819	1564	2032	2178	2260	1993	2119	1445	1622	1691	717	648	734	142	152	134
SSTP_0000137500.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1733855;1734213	1734139;1734296	-;-	369	3	4	1	54	40	52	58	70	102	6	3	5	5	4	5	5	7	5	5	5	4
SSTP_0000137600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1735193;1735863;1736629	1735812;1736583;1736724	-;-;-	1437	962	1049	1075	3412	3217	3394	4324	3702	4640	3642	3504	3795	3333	2776	3130	1568	1409	1730	857	942	978
SSTP_0000137600.2	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1736240;1736284;1736629	1736248;1736583;1736724	-;-;-	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTP_0000137700.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1738291;1739418;1739893;1741375;1741712;1741970	1738530;1739735;1740105;1741657;1741914;1742233	+;+;+;+;+;+	1521	3709	4131	3901	3145	2848	2977	2821	2295	3082	5656	5551	5594	5321	4351	4509	2654	2790	2968	2489	2492	2703
SSTP_0000137800.1	SSTP_scaffold0000001	1742399	1743379	-	981	1016	882	828	144	178	179	83	38	22	712	710	865	613	545	523	486	519	593	1859	1740	1850
SSTP_0000137900.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1744048;1744959;1745470;1746303;1749255;1751151	1744902;1745284;1746246;1746606;1749308;1751489	-;-;-;-;-;-	2655	28465	33989	31883	8069	7436	7590	5939	7054	6011	9772	9400	10083	6758	6830	7796	3823	3252	3552	21879	21427	22933
SSTP_0000138000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1754307;1754440;1754656;1754854;1755116	1754317;1754606;1754814;1755061;1755134	+;+;+;+;+	564	4573	4133	4186	3253	2884	2920	1904	1816	2319	2191	2558	2946	2733	2917	2522	3386	3032	3495	2951	3152	3422
SSTP_0000138100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1755349;1755796;1756335	1755741;1756291;1756453	-;-;-	1008	600	601	614	233	271	265	179	252	219	49	49	52	77	67	92	179	134	166	1053	954	973
SSTP_0000138200.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1757264;1757383	1757326;1758504	+;+	1185	7931	7754	7661	207	277	262	75	75	29	203	267	229	387	255	343	1122	781	934	12769	12997	14002
SSTP_0000138300.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1758690;1758774;1759183;1760551	1758726;1759138;1760505;1760673	-;-;-;-	1848	11339	10676	10860	47	38	41	63	25	36	24	60	45	166	83	109	1366	734	1353	9650	9412	9998
SSTP_0000138400.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1761083;1761389;1761523	1761268;1761476;1762940	+;+;+	1692	19498	19172	19258	79	95	73	55	32	66	50	109	67	289	222	243	1805	1081	1760	13019	12863	13954
SSTP_0000138500.1	SSTP_scaffold0000001	1763656	1764960	-	1305	5570	6285	6040	198	164	190	88	86	119	220	288	238	287	208	197	696	324	756	3398	3439	3627
SSTP_0000138600.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1765258;1765390;1765553;1765806;1765883	1765339;1765508;1765752;1765842;1765933	-;-;-;-;-	489	1152	1352	1183	678	668	653	173	190	266	285	384	415	610	582	490	651	499	589	738	729	768
SSTP_0000138700.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1767121;1767580	1767528;1767669	-;-	498	1069	1352	1160	48	37	30	442	128	225	1829	1954	2041	1528	1939	1980	2424	2324	2824	41	35	60
SSTP_0000138800.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1768380;1768768	1768724;1768938	+;+	516	1475	978	1035	10002	8651	8748	715	378	545	5433	6630	7410	8244	5122	2050	2861	2955	3272	718	542	650
SSTP_0000138900.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1770600;1770668;1771990;1772243	1770611;1771942;1772188;1772334	-;-;-;-	1578	218	284	281	4096	3536	3563	2603	2342	2587	3575	3487	3825	1886	2193	2408	801	809	787	133	148	139
SSTP_0000139000.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1774863;1780632;1780870;1781249	1777274;1780820;1781189;1781300	-;-;-;-	2973	8982	8920	9080	3909	3862	3816	3304	3919	4237	5897	5143	5537	3345	3913	3480	3441	3031	3842	6489	6437	6745
SSTP_0000139100.1	SSTP_scaffold0000001;SSTP_scaffold0000001;SSTP_scaffold0000001	1783664;1784621;1785058	1784565;1784992;1785103	+;+;+	1320	1684	1368	1539	954	973	1054	335	287	422	546	524	579	608	546	514	611	508	588	1653	1592	1679
SSTP_0000139200.1	SSTP_scaffold0000001	1786381	1787085	-	705	17458	15520	15737	6069	5677	5956	2985	2296	2893	4618	5695	7501	8854	7119	7735	5429	4738	5764	7371	7439	7740
SSTP_0000139300.1	SSTP_scaffold0000001	1787438	1788523	-	1086	1395	1157	1120	24	32	24	12	2	5	48	53	42	50	62	53	112	86	132	1229	1060	1174
SSTP_0000139400.1	SSTP_scaffold0000001;SSTP_scaffold0000001	1788946;1790271	1790221;1790461	-;-	1467	1229	993	901	479	440	384	36	128	152	178	276	314	921	928	656	791	643	771	852	690	687
